geoid,state,district,white,white_moe,state_white,state_white_moe,country_white,country_white_moe,ratio_state_white,ratio_state_white_moe,ratio_country_white,ratio_country_white_moe,black,black_moe,state_black,state_black_moe,country_black,country_black_moe,ratio_state_black,ratio_state_black_moe,ratio_country_black,ratio_country_black_moe,native,native_moe,state_native,state_native_moe,country_native,country_native_moe,ratio_state_native,ratio_state_native_moe,ratio_country_native,ratio_country_native_moe,asian,asian_moe,state_asian,state_asian_moe,country_asian,country_asian_moe,ratio_state_asian,ratio_state_asian_moe,ratio_country_asian,ratio_country_asian_moe,islander,islander_moe,state_islander,state_islander_moe,country_islander,country_islander_moe,ratio_state_islander,ratio_state_islander_moe,ratio_country_islander,ratio_country_islander_moe,other,other_moe,state_other,state_other_moe,country_other,country_other_moe,ratio_state_other,ratio_state_other_moe,ratio_country_other,ratio_country_other_moe,two_or_more,two_or_more_moe,state_two_or_more,state_two_or_more_moe,country_two_or_more,country_two_or_more_moe,ratio_state_two_or_more,ratio_state_two_or_more_moe,ratio_country_two_or_more,ratio_country_two_or_more_moe,hispanic,hispanic_moe,state_hispanic,state_hispanic_moe,country_hispanic,country_hispanic_moe,ratio_state_hispanic,ratio_state_hispanic_moe,ratio_country_hispanic,ratio_country_hispanic_moe
50000US0503,Arkansas,3,75.44,0.27,72.79,0.03,61.12,0.01,1.036406099738975,0.008272901061591769,1.2342931937172774,0.009238970533220916,3.01,0.18,15.47,0.16,12.29,0.02,0.1945701357466063,0.027298488520250918,0.2449145646867372,0.030089305280524777,0.82,0.18,0.54,0.06,0.66,0.01,1.5185185185185184,1.0166666666666666,1.2424242424242422,0.5832376578645234,2.83,0.19,1.38,0.09,5.37,0.01,2.0507246376811596,0.5451669039708907,0.527001862197393,0.07272651611829328,0.91,0.1,0.29,0.04,0.17,0.0,3.137931034482759,1.5854545454545457,5.352941176470588,1.176470588235294,0.12,0.07,0.1,0.03,0.23,0.01,1.2,2.3296703296703294,0.5217391304347826,0.6553030303030304,2.71,0.33,2.24,0.17,2.4,0.02,1.2098214285714284,0.48104716659650815,1.1291666666666667,0.2938398499895826,14.17,0.04,7.18,0.04,17.76,0.0,1.9735376044568247,0.03313236652001521,0.7978603603603602,0.004504504504504504
50000US0504,Arkansas,4,71.66,0.32,72.79,0.03,61.12,0.01,0.9844758895452671,0.009603910868507962,1.1724476439790577,0.010854858812818948,19.88,0.44,15.47,0.16,12.29,0.02,1.2850678733031673,0.0834751037734548,1.6175752644426362,0.07686782037251472,0.8,0.18,0.54,0.06,0.66,0.01,1.4814814814814814,1.008333333333333,1.2121212121212122,0.5823191733639493,0.45,0.22,1.38,0.09,5.37,0.01,0.3260869565217392,0.36291725992722673,0.08379888268156424,0.08224907063197026,0.07,0.06,0.29,0.04,0.17,0.0,0.24137931034482762,0.48969696969696974,0.411764705882353,0.7058823529411764,0.02,0.02,0.1,0.03,0.23,0.01,0.19999999999999998,0.5714285714285713,0.08695652173913043,0.1818181818181818,1.56,0.28,2.24,0.17,2.4,0.02,0.6964285714285714,0.3577685569386814,0.65,0.24418362386276826,5.56,0.14,7.18,0.04,17.76,0.0,0.7743732590529248,0.04762680695546918,0.31306306306306303,0.015765765765765768
50000US0401,Arizona,1,49.44,0.83,55.33,0.04,61.12,0.01,0.8935478040845833,0.03129377786484013,0.8089005235602095,0.027424379177698535,2.09,0.33,4.1,0.08,12.29,0.02,0.5097560975609756,0.18093741817229642,0.17005695687550854,0.054255821328529436,22.25,0.42,3.96,0.07,0.66,0.01,5.6186868686868685,0.4108900470124452,33.71212121212121,2.294833524684271,1.47,0.26,3.09,0.06,5.37,0.01,0.47572815533980584,0.18683011158258683,0.2737430167597765,0.09785413083282472,0.19,0.1,0.19,0.02,0.17,0.0,1.0,1.277310924369748,1.1176470588235294,1.176470588235294,0.21,0.13,0.15,0.04,0.23,0.01,1.4,2.669856459330144,0.9130434782608695,1.2121212121212122,2.53,0.37,2.24,0.12,2.4,0.02,1.1294642857142856,0.45267029101375117,1.0541666666666667,0.32592541148690884,21.82,0.97,30.94,0.0,17.76,0.0,0.7052359405300581,0.06270200387847447,1.2286036036036034,0.10923423423423421
50000US0402,Arizona,2,61.2,1.35,55.33,0.04,61.12,0.01,1.10609072835713,0.05039741036744767,1.0013089005235603,0.044503047297497524,3.68,0.42,4.1,0.08,12.29,0.02,0.8975609756097562,0.23999619129234212,0.2994304312449146,0.06932298401058767,1.02,0.27,3.96,0.07,0.66,0.01,0.25757575757575757,0.14551531891278138,1.5454545454545454,0.8652123995407577,2.99,0.29,3.09,0.06,5.37,0.01,0.9676375404530746,0.22536539368222536,0.5567970204841713,0.11008156244798313,0.13,0.07,0.19,0.02,0.17,0.0,0.6842105263157895,0.8907563025210083,0.7647058823529411,0.823529411764706,0.11,0.08,0.15,0.04,0.23,0.01,0.7333333333333334,1.5693779904306222,0.47826086956521735,0.7386363636363636,2.66,0.44,2.24,0.12,2.4,0.02,1.1875,0.5215861848417014,1.1083333333333334,0.3851656365025349,28.21,1.15,30.94,0.0,17.76,0.0,0.9117647058823529,0.07433742727860373,1.5884009009009008,0.1295045045045045
50000US0403,Arizona,3,27.16,1.25,55.33,0.04,61.12,0.01,0.49087294415326227,0.0458932073494435,0.4443717277486911,0.04104855205686458,4.27,0.64,4.1,0.08,12.29,0.02,1.0414634146341464,0.3529719821942917,0.34743694060211555,0.10528078959930141,3.25,0.45,3.96,0.07,0.66,0.01,0.8207070707070707,0.25636773045347555,4.924242424242424,1.513203214695752,1.47,0.36,3.09,0.06,5.37,0.01,0.47572815533980584,0.2515794436586516,0.2737430167597765,0.1350982078455307,0.09,0.07,0.19,0.02,0.17,0.0,0.47368421052631576,0.84593837535014,0.5294117647058822,0.823529411764706,0.01,0.01,0.15,0.04,0.23,0.01,0.06666666666666667,0.18181818181818182,0.043478260869565216,0.0909090909090909,1.27,0.27,2.24,0.12,2.4,0.02,0.5669642857142857,0.30268628078030063,0.5291666666666667,0.233835683033544,62.49,1.36,30.94,0.0,17.76,0.0,2.019715578539108,0.0879120879120879,3.5185810810810807,0.15315315315315314
50000US0404,Arizona,4,73.87,1.66,55.33,0.04,61.12,0.01,1.3350804265317189,0.06193400009204917,1.2086060209424085,0.054714859455812066,1.58,0.37,4.1,0.08,12.29,0.02,0.38536585365853665,0.19560094265514533,0.128559804719284,0.06063013551707222,1.77,0.38,3.96,0.07,0.66,0.01,0.44696969696969696,0.2077860774270095,2.6818181818181817,1.233065442020666,1.45,0.18,3.09,0.06,5.37,0.01,0.46925566343042074,0.13477919220493476,0.27001862197392923,0.06804499805803695,0.14,0.08,0.19,0.02,0.17,0.0,0.736842105263158,1.0084033613445378,0.823529411764706,0.9411764705882352,0.11,0.08,0.15,0.04,0.23,0.01,0.7333333333333334,1.5693779904306222,0.47826086956521735,0.7386363636363636,1.82,0.3,2.24,0.12,2.4,0.02,0.8125,0.3559322033898305,0.7583333333333334,0.2626571289672894,19.25,1.26,30.94,0.0,17.76,0.0,0.6221719457013575,0.08144796380090497,1.0838963963963963,0.14189189189189189
50000US0405,Arizona,5,70.62,1.33,55.33,0.04,61.12,0.01,1.2763419483101393,0.04992063617278236,1.155431937172775,0.04389902995038915,3.32,0.61,4.1,0.08,12.29,0.02,0.8097560975609757,0.3292865814468328,0.2701383238405208,0.1001471759497417,0.69,0.26,3.96,0.07,0.66,0.01,0.17424242424242423,0.13751618644229974,1.0454545454545454,0.819747416762342,4.4,0.63,3.09,0.06,5.37,0.01,1.423948220064725,0.4632406097752633,0.819366852886406,0.2376893413971037,0.32,0.16,0.19,0.02,0.17,0.0,1.6842105263157894,2.0616246498599438,1.8823529411764706,1.8823529411764703,0.13,0.1,0.15,0.04,0.23,0.01,0.8666666666666667,1.9330143540669857,0.5652173913043478,0.9204545454545455,2.36,0.43,2.24,0.12,2.4,0.02,1.0535714285714284,0.498241125679565,0.9833333333333333,0.3747482464060004,18.16,1.42,30.94,0.0,17.76,0.0,0.5869424692954105,0.09179056237879767,1.0225225225225225,0.1599099099099099
50000US0406,Arizona,6,72.42,0.91,55.33,0.04,61.12,0.01,1.3088740285559373,0.034786027981314346,1.1848821989528797,0.03016521095113111,2.07,0.48,4.1,0.08,12.29,0.02,0.5048780487804878,0.253945583089338,0.16842961757526445,0.07866067899554899,1.45,0.34,3.96,0.07,0.66,0.01,0.36616161616161613,0.18471999846906556,2.196969696969697,1.097129735935706,4.77,0.55,3.09,0.06,5.37,0.01,1.5436893203883495,0.4160930378752161,0.8882681564245809,0.20815069633246408,0.08,0.05,0.19,0.02,0.17,0.0,0.42105263157894735,0.6218487394957984,0.47058823529411764,0.588235294117647,0.14,0.09,0.15,0.04,0.23,0.01,0.9333333333333335,1.8277511961722488,0.6086956521739131,0.8371212121212122,2.3,0.38,2.24,0.12,2.4,0.02,1.0267857142857142,0.45059162136232805,0.9583333333333333,0.3326619904160011,16.78,1.4,30.94,0.0,17.76,0.0,0.5423400129282482,0.09049773755656108,0.9448198198198198,0.15765765765765763
50000US0407,Arizona,7,19.87,1.03,55.33,0.04,61.12,0.01,0.35911801915778063,0.037750416287306826,0.32509816753926707,0.03381056967717811,9.48,0.76,4.1,0.08,12.29,0.02,2.31219512195122,0.46113927967816415,0.7713588283157039,0.12618864606733018,1.81,0.46,3.96,0.07,0.66,0.01,0.45707070707070707,0.2485599647885078,2.742424242424242,1.477382319173364,2.56,0.5,3.09,0.06,5.37,0.01,0.8284789644012945,0.35593273613075593,0.4767225325884544,0.1879958941352716,0.21,0.17,0.19,0.02,0.17,0.0,1.1052631578947367,2.0448179271708686,1.2352941176470587,2.0,0.24,0.26,0.15,0.04,0.23,0.01,1.6,4.650717703349282,1.0434782608695652,2.3560606060606064,1.79,0.35,2.24,0.12,2.4,0.02,0.7991071428571428,0.3992644707387272,0.7458333333333333,0.3041183415514966,64.04,1.85,30.94,0.0,17.76,0.0,2.069812540400776,0.11958629605688428,3.605855855855856,0.20833333333333331
50000US0408,Arizona,8,69.9,1.33,55.33,0.04,61.12,0.01,1.26332911621182,0.04990182129636916,1.1436518324607332,0.04389517520397967,3.78,0.61,4.1,0.08,12.29,0.02,0.9219512195121952,0.3336665952533981,0.3075671277461351,0.10026899499946043,0.48,0.19,3.96,0.07,0.66,0.01,0.12121212121212122,0.10027620608929173,0.7272727272727272,0.5979334098737084,3.8,0.53,3.09,0.06,5.37,0.01,1.2297734627831716,0.39094766619519095,0.7076350093109869,0.20002912944570828,0.16,0.09,0.19,0.02,0.17,0.0,0.8421052631578947,1.1372549019607843,0.9411764705882353,1.0588235294117645,0.22,0.21,0.15,0.04,0.23,0.01,1.4666666666666668,3.856459330143541,0.9565217391304347,1.912878787878788,2.49,0.37,2.24,0.12,2.4,0.02,1.1116071428571428,0.45075151902782223,1.0375,0.3256476144176679,19.16,1.41,30.94,0.0,17.76,0.0,0.6192630898513252,0.09114414996767937,1.0788288288288288,0.15878378378378377
50000US0409,Arizona,9,55.35,0.46,55.33,0.04,61.12,0.01,1.0003614675582868,0.018073909995576218,0.90559554973822,0.01534869005410913,6.22,0.79,4.1,0.08,12.29,0.02,1.5170731707317073,0.44473803232640624,0.5061025223759154,0.13020735058794244,3.01,0.59,3.96,0.07,0.66,0.01,0.76010101010101,0.32495359354966286,4.56060606060606,1.9265212399540756,4.78,0.55,3.09,0.06,5.37,0.01,1.5469255663430421,0.41621876473361624,0.8901303538175047,0.2081576319147756,0.33,0.2,0.19,0.02,0.17,0.0,1.736842105263158,2.498599439775911,1.9411764705882353,2.352941176470588,0.11,0.08,0.15,0.04,0.23,0.01,0.7333333333333334,1.5693779904306222,0.47826086956521735,0.7386363636363636,2.99,0.54,2.24,0.12,2.4,0.02,1.3348214285714286,0.6269587464023025,1.2458333333333336,0.4707965830960484,27.21,1.57,30.94,0.0,17.76,0.0,0.8794440853264383,0.10148674854557206,1.5320945945945945,0.1768018018018018
50000US0627,California,27,25.29,1.26,37.52,0.02,61.12,0.01,0.6740405117270788,0.06788279168886521,0.41377617801047123,0.0413657655634784,4.74,0.66,5.51,0.03,12.29,0.02,0.8602540834845736,0.24893936599119873,0.38567941415785195,0.10865994410889035,0.25,0.11,0.34,0.01,0.66,0.01,0.7352941176470588,0.6909090909090909,0.3787878787878788,0.3448909299655568,38.52,1.19,14.06,0.04,5.37,0.01,2.739687055476529,0.18486458048785423,7.1731843575419,0.4699203795150641,0.21,0.13,0.35,0.01,0.17,0.0,0.6,0.7777777777777778,1.2352941176470587,1.5294117647058822,0.15,0.09,0.27,0.03,0.23,0.01,0.5555555555555555,0.7999999999999999,0.6521739130434782,0.8409090909090909,2.81,0.47,3.03,0.05,2.4,0.02,0.9273927392739275,0.34093088119933757,1.1708333333333334,0.4112091117438711,28.04,1.62,38.93,0.0,17.76,0.0,0.7202671461597739,0.08322630362188545,1.5788288288288286,0.18243243243243243
50000US0601,California,1,76.98,0.29,37.52,0.02,61.12,0.01,2.0517057569296373,0.017645746759012607,1.2594895287958117,0.009901665686784775,1.29,0.17,5.51,0.03,12.29,0.02,0.2341197822141561,0.06425729268228411,0.10496338486574452,0.02800646435435573,1.22,0.19,0.34,0.01,0.66,0.01,3.5882352941176467,1.3298701298701299,1.8484848484848484,0.6319173363949483,2.95,0.24,14.06,0.04,5.37,0.01,0.20981507823613088,0.03533351544399591,0.5493482309124768,0.09143178161238417,0.15,0.08,0.35,0.01,0.17,0.0,0.4285714285714286,0.48202614379084974,0.8823529411764705,0.9411764705882352,0.21,0.16,0.27,0.03,0.23,0.01,0.7777777777777777,1.375,0.9130434782608695,1.4734848484848484,3.76,0.33,3.03,0.05,2.4,0.02,1.2409240924092408,0.25884685784014644,1.5666666666666667,0.3011320230571568,13.43,0.38,38.93,0.0,17.76,0.0,0.3449781659388646,0.019522219368096585,0.7561936936936936,0.04279279279279279
50000US0602,California,2,70.58,0.7,37.52,0.02,61.12,0.01,1.8811300639658846,0.03931891315929674,1.1547774869109948,0.023283631999888216,1.28,0.26,5.51,0.03,12.29,0.02,0.23230490018148822,0.09690637434451502,0.10414971521562247,0.04264990860260971,1.85,0.24,0.34,0.01,0.66,0.01,5.4411764705882355,1.7333333333333332,2.803030303030303,0.8123995407577497,3.52,0.32,14.06,0.04,5.37,0.01,0.2503556187766714,0.04694408190932912,0.6554934823091247,0.12162237141430395,0.12,0.08,0.35,0.01,0.17,0.0,0.34285714285714286,0.477124183006536,0.7058823529411764,0.9411764705882352,0.49,0.32,0.27,0.03,0.23,0.01,1.8148148148148147,2.808333333333333,2.1304347826086953,2.9734848484848486,4.37,0.51,3.03,0.05,2.4,0.02,1.4422442244224423,0.38433713937069636,1.8208333333333335,0.4553788457531773,17.77,0.66,38.93,0.0,17.76,0.0,0.4564603133829951,0.03390701258669407,1.0005630630630629,0.07432432432432433
50000US0603,California,3,48.0,0.86,37.52,0.02,61.12,0.01,1.2793176972281448,0.047206109039247025,0.7853403141361257,0.02839834510382826,6.03,0.47,5.51,0.03,12.29,0.02,1.0943738656987296,0.18252127855806474,0.4906427990235965,0.07808203850938503,0.61,0.15,0.34,0.01,0.66,0.01,1.7941176470588234,0.9887445887445887,0.9242424242424242,0.48266360505166467,10.43,0.7,14.06,0.04,5.37,0.01,0.7418207681365576,0.10379498386297184,1.9422718808193669,0.26794235143982686,0.49,0.19,0.35,0.01,0.17,0.0,1.4000000000000001,1.1666666666666667,2.88235294117647,2.2352941176470584,0.46,0.28,0.27,0.03,0.23,0.01,1.7037037037037037,2.4833333333333334,2.0,2.6136363636363638,4.27,0.6,3.03,0.05,2.4,0.02,1.409240924092409,0.4426697463610215,1.7791666666666666,0.5296895617751233,29.69,0.84,38.93,0.0,17.76,0.0,0.7626509118931416,0.043154379655792455,1.671734234234234,0.09459459459459459
50000US0604,California,4,75.33,0.38,37.52,0.02,61.12,0.01,2.00772921108742,0.022396306162315752,1.2324934554973823,0.012837858149775798,1.26,0.2,5.51,0.03,12.29,0.02,0.22867513611615245,0.07508761759203142,0.10252237591537837,0.032880550463210326,0.7,0.17,0.34,0.01,0.66,0.01,2.0588235294117645,1.122077922077922,1.0606060606060606,0.5474167623421354,5.16,0.34,14.06,0.04,5.37,0.01,0.3669985775248933,0.05045274734169019,0.9608938547486033,0.13020862231592967,0.15,0.1,0.35,0.01,0.17,0.0,0.4285714285714286,0.59640522875817,0.8823529411764705,1.176470588235294,0.14,0.1,0.27,0.03,0.23,0.01,0.5185185185185185,0.8666666666666667,0.6086956521739131,0.9242424242424244,3.51,0.34,3.03,0.05,2.4,0.02,1.1584158415841583,0.262725529504053,1.4625,0.30772970345162864,13.74,0.52,38.93,0.0,17.76,0.0,0.35294117647058826,0.02671461597739533,0.7736486486486486,0.05855855855855856
