geoid,state,district,male,male_moe,state_male,state_male_moe,country_male,country_male_moe,ratio_state_male,ratio_state_male_moe,ratio_country_male,ratio_country_male_moe,female,female_moe,state_female,state_female_moe,country_female,country_female_moe,ratio_state_female,ratio_state_female_moe,ratio_country_female,ratio_country_female_moe
50000US0408,Arizona,8,48.23,0.82,49.69,0.04,49.23,0.01,0.9706178305494063,0.03456732822498289,0.9796871826122283,0.03371102604364892,51.77,0.52,50.31,0.04,50.77,0.01,1.0290200755317034,0.02230813586770466,1.0196966712625566,0.02088623152578639
50000US0409,Arizona,9,50.22,0.86,49.69,0.04,49.23,0.01,1.0106661300060376,0.0362417882345127,1.020109689213894,0.03535247340229762,49.78,0.68,50.31,0.04,50.77,0.01,0.9894653150467104,0.028605806697458356,0.9805002954500689,0.027173725811152172
50000US0627,California,27,48.67,0.63,49.66,0.01,49.23,0.01,0.9800644381796215,0.025767244072712737,0.988624822262848,0.025995786090798754,51.33,0.6,50.34,0.01,50.77,0.01,1.0196662693682954,0.02424301496912828,1.0110301359070317,0.02403428501196931
50000US0601,California,1,50.25,0.4,49.66,0.01,49.23,0.01,1.0118807893677004,0.016517069050496627,1.0207190737355272,0.016664928200809975,49.75,0.4,50.34,0.01,50.77,0.01,0.9882796980532379,0.016284577399885678,0.9799093953121922,0.016143356700872226
50000US0602,California,2,49.11,0.42,49.66,0.01,49.23,0.01,0.9889246878775675,0.017313301019356152,0.9975624619134674,0.01746803340891259,50.89,0.48,50.34,0.01,50.77,0.01,1.0109257052046086,0.0194719617160307,1.0023636005515066,0.019303669687469646
50000US0603,California,3,50.14,0.45,49.66,0.01,49.23,0.01,1.0096657269432139,0.01852987015409457,1.0184846638228724,0.018695302280152013,49.86,0.38,50.34,0.01,50.77,0.01,0.9904648390941596,0.015490848779386732,0.9820760291510734,0.015356343329326495
50000US0604,California,4,49.82,0.3,49.66,0.01,49.23,0.01,1.0032219089810714,0.012486195395146742,1.0119845622587853,0.012598816104751592,50.18,0.32,50.34,0.01,50.77,0.01,0.9968216130313865,0.013109583994888947,0.9883789639550915,0.012995225622914528
50000US0605,California,5,48.66,0.57,49.66,0.01,49.23,0.01,0.9798630688683044,0.02335073113972156,0.9884216940889702,0.023558165381577303,51.34,0.5,50.34,0.01,50.77,0.01,1.019864918553834,0.020270110024582542,1.0112271026196573,0.02009502819840279
50000US0606,California,6,49.03,0.51,49.66,0.01,49.23,0.01,0.9873137333870319,0.020937299976420413,0.9959374365224457,0.021123680512666984,50.97,0.68,50.34,0.01,50.77,0.01,1.0125148986889152,0.027418560835131632,1.0039393342525111,0.027182959232350437
50000US0607,California,7,48.61,0.36,49.66,0.01,49.23,0.01,0.9788562223117198,0.014892814225448891,0.9874060532195816,0.015026369116132053,51.39,0.7,50.34,0.01,50.77,0.01,1.0208581644815256,0.02821647237468063,1.012211936182785,0.027974084967959254
50000US0608,California,8,50.03,0.56,49.66,0.01,49.23,0.01,1.0074506645187273,0.022959103091481324,1.0162502539102174,0.023163214546602057,49.97,0.82,50.34,0.01,50.77,0.01,0.9926499801350813,0.03297284594960252,0.9842426629899547,0.032690268222350716
50000US0609,California,9,49.41,0.67,49.66,0.01,49.23,0.01,0.9949657672170761,0.027384199969547256,1.0036563071297988,0.027626918185266112,50.59,0.54,50.34,0.01,50.77,0.01,1.0049662296384585,0.021853384346530377,0.9964545991727398,0.021664942577431165
50000US0610,California,10,49.21,0.39,49.66,0.01,49.23,0.01,0.990938380990737,0.016105896094485442,0.9995937436522446,0.0162500895364931,50.79,0.38,50.34,0.01,50.77,0.01,1.0089392133492252,0.01549818861847457,1.000393933425251,0.015363559364380596
50000US0611,California,11,48.89,0.51,49.66,0.01,49.23,0.01,0.9844945630285945,0.020936164587587246,0.9930936420881578,0.021122525203078675,51.11,0.38,50.34,0.01,50.77,0.01,1.015295987286452,0.015500714154504795,1.0066968682292692,0.015366042301173406
50000US0612,California,12,51.34,0.1,49.66,0.01,49.23,0.01,1.0338300443012487,0.004443749694610817,1.0428600446881984,0.004486232175636106,48.66,0.42,50.34,0.01,50.77,0.01,0.9666269368295589,0.017070571566292065,0.9584400236360053,0.016922766078489977
50000US0613,California,13,48.68,0.54,49.66,0.01,49.23,0.01,0.9802658074909384,0.0221426774212319,0.9888279504367257,0.022339561332250207,51.32,0.55,50.34,0.01,50.77,0.01,1.0194676201827573,0.022256444112353998,1.0108331691944061,0.022064540217523892
50000US0614,California,14,49.51,0.36,49.66,0.01,49.23,0.01,0.9969794603302456,0.014900113153662107,1.0056875888685761,0.01503379610634262,50.49,0.55,50.34,0.01,50.77,0.01,1.0029797377830751,0.0222498935032756,0.9944849320464841,0.02205810010021754
50000US0615,California,15,49.31,0.55,49.66,0.01,49.23,0.01,0.9929520741039066,0.02255052530994595,1.001625025391022,0.0227510165899156,50.69,0.53,50.34,0.01,50.77,0.01,1.0069527214938419,0.021456875189785153,0.9984242662989954,0.02127178505464479
50000US0616,California,16,49.41,0.55,49.66,0.01,49.23,0.01,0.9949657672170761,0.02255133630196964,1.0036563071297988,0.02275184181105011,50.59,0.54,50.34,0.01,50.77,0.01,1.0049662296384585,0.021853384346530377,0.9964545991727398,0.021664942577431165
50000US0617,California,17,51.11,0.6,49.66,0.01,49.23,0.01,1.0291985501409586,0.024578816361196385,1.038188096689011,0.024797152392926736,48.89,0.42,50.34,0.01,50.77,0.01,0.9711958680969407,0.01707238679531379,0.9629702580263935,0.01692455068930981
50000US0618,California,18,49.85,0.71,49.66,0.01,49.23,0.01,1.0038260169150222,0.028998722890310694,1.0125939467804186,0.029255574616329945,50.15,0.61,50.34,0.01,50.77,0.01,0.9962256654747714,0.024631000441771495,0.9877880638172148,0.024419062623079954
50000US0619,California,19,50.06,0.59,49.66,0.01,49.23,0.01,1.0080547724526783,0.02416756230598283,1.0168596384318507,0.024382231206496408,49.94,0.37,50.34,0.01,50.77,0.01,0.9920540325784664,0.01509418177663962,0.9836517628520779,0.01496303062299057
50000US0620,California,20,50.38,0.34,49.66,0.01,49.23,0.01,1.014498590414821,0.014101691506338613,1.0233597399959375,0.014228462801176832,49.62,0.08,50.34,0.01,50.77,0.01,0.9856972586412395,0.003570003024724011,0.9773488280480598,0.0035364779107080065
50000US0621,California,21,52.94,0.36,49.66,0.01,49.23,0.01,1.0660491341119613,0.014927930180074697,1.075360552508633,0.015062101191256222,47.06,0.8,50.34,0.01,50.77,0.01,0.9348430671434247,0.03215528258281834,0.9269253496159149,0.03187982213482285
50000US0622,California,22,49.11,0.57,49.66,0.01,49.23,0.01,0.9889246878775675,0.02335438060382817,0.9975624619134674,0.023561878876682586,50.89,0.63,50.34,0.01,50.77,0.01,1.0109257052046086,0.025431437517350726,1.0023636005515066,0.025212671295481583
50000US0623,California,23,50.54,0.53,49.66,0.01,49.23,0.01,1.0177204993958922,0.021755023233907746,1.026609790777981,0.021948654080834046,49.46,0.63,50.34,0.01,50.77,0.01,0.9825188716726261,0.025420151528215664,0.9741973606460508,0.02520157567168872
50000US0624,California,24,50.28,0.21,49.66,0.01,49.23,0.01,1.0124848973016514,0.008865278207772508,1.0213284582571605,0.008946304841308327,49.72,0.11,50.34,0.01,50.77,0.01,0.9876837504966228,0.0047626874149974616,0.9793184951743155,0.0047190541500581485
50000US0625,California,25,50.01,0.87,49.66,0.01,49.23,0.01,1.0070479258960934,0.03544383870098543,1.015843997562462,0.035756996802433154,49.99,0.79,50.34,0.01,50.77,0.01,0.9930472785061581,0.031781108635340415,0.9846365964152058,0.03150862308429788
50000US0626,California,26,49.48,0.29,49.66,0.01,49.23,0.01,0.9963753523962948,0.012080699383301393,1.0050782043469428,0.012189753988376266,50.52,0.27,50.34,0.01,50.77,0.01,1.00357568533969,0.011125775443147717,0.9950758321843608,0.011028196540586243
50000US0628,California,28,49.92,0.86,49.66,0.01,49.23,0.01,1.005235602094241,0.0350403701691993,1.0140158439975626,0.0353499977388941,50.08,0.77,50.34,0.01,50.77,0.01,0.994835121176003,0.030987222168839576,0.9864092968288358,0.030721454529202597
50000US0629,California,29,49.53,0.76,49.66,0.01,49.23,0.01,0.9973821989528797,0.031009820910658896,1.0060938452163315,0.03128421573128952,50.47,0.71,50.34,0.01,50.77,0.01,1.0025824394119984,0.0286065098453484,0.994090998621233,0.028360879965214057
50000US0630,California,30,49.23,0.86,49.66,0.01,49.23,0.01,0.9913411196133709,0.03503477432423584,1.0,0.035344303713065996,50.77,0.62,50.34,0.01,50.77,0.01,1.0085419149781485,0.025033192054584725,1.0,0.024817806753650154
50000US0631,California,31,49.13,0.89,49.66,0.01,49.23,0.01,0.9893274265002014,0.03624217924910655,0.9979687182612229,0.036562247585485486,50.87,0.41,50.34,0.01,50.77,0.01,1.0105284068335318,0.01669071516274613,1.0019696671262555,0.016545980420181187
50000US0632,California,32,49.5,0.56,49.66,0.01,49.23,0.01,0.9967780910189288,0.022954804833755765,1.0054844606946984,0.02315884087458917,50.5,0.72,50.34,0.01,50.77,0.01,1.0031783869686133,0.029004045001105906,0.9946818987591096,0.028755046181072514
50000US0633,California,33,48.38,0.67,49.66,0.01,49.23,0.01,0.9742247281514298,0.02737584675170324,0.9827341052203942,0.027618418407580687,51.62,0.68,50.34,0.01,50.77,0.01,1.0254270957489073,0.027423690830193023,1.016742170573173,0.027188002697710826
50000US0634,California,34,50.7,0.58,49.66,0.01,49.23,0.01,1.0209424083769634,0.023770014015969655,1.0298598415600244,0.023981256257239257,49.3,0.9,50.34,0.01,50.77,0.01,0.9793404847040126,0.0361459452025766,0.9710458932440417,0.03583653709771381
50000US0635,California,35,50.37,0.87,49.66,0.01,49.23,0.01,1.014297221103504,0.035446758272270715,1.0231566118220596,0.03575996759851738,49.63,0.67,50.34,0.01,50.77,0.01,0.9858959078267779,0.02701068676625039,0.9775457947606855,0.026778628493996415
50000US0636,California,36,49.96,0.8,49.66,0.01,49.23,0.01,1.0060410793395087,0.03262426273221997,1.0148283566930734,0.0329127896402399,50.04,0.75,50.34,0.01,50.77,0.01,0.9940405244338497,0.030192309703326464,0.9856214299783336,0.029933277281035238
50000US0637,California,37,49.12,1.07,49.66,0.01,49.23,0.01,0.9891260571888845,0.0434913936512706,0.9977655900873451,0.04387477962469604,50.88,0.34,50.34,0.01,50.77,0.01,1.0107270560190702,0.013909705378464402,1.0021666338388813,0.013788523928217057
50000US0638,California,38,49.01,0.67,49.66,0.01,49.23,0.01,0.9869109947643979,0.02738095600145249,0.9955311801746902,0.02762361730072808,50.99,0.74,50.34,0.01,50.77,0.01,1.012912197059992,0.029802509001661526,1.0043332676777625,0.02954671505910476
50000US0639,California,39,49.47,0.74,49.66,0.01,49.23,0.01,0.9961739830849778,0.03020385703751508,1.0048750761730652,0.030471207869572817,50.53,0.66,50.34,0.01,50.77,0.01,1.0037743345252284,0.02662049144958073,0.9952727988969864,0.02639167831319206
50000US0640,California,40,49.52,0.94,49.66,0.01,49.23,0.01,0.9971808296415627,0.03825903531282294,1.0058907170424538,0.03859674777050007,50.48,0.57,50.34,0.01,50.77,0.01,1.0027810885975366,0.02304441135378399,0.9942879653338584,0.022845889389511022
50000US0641,California,41,48.86,0.72,49.66,0.01,49.23,0.01,0.9838904550946437,0.029393432708240956,0.9924842575665245,0.02965366129161632,51.14,0.64,50.34,0.01,50.77,0.01,1.015891934843067,0.02583070897912901,1.007287768367146,0.025608544530385097
50000US0642,California,42,50.4,0.8,49.66,0.01,49.23,0.01,1.0149013290374547,0.03262783109712421,1.023765996343693,0.03291642061323173,49.6,0.43,50.34,0.01,50.77,0.01,0.9852999602701629,0.017475288715135515,0.9769548946228087,0.017323993145852982
50000US0643,California,43,48.03,0.67,49.66,0.01,49.23,0.01,0.9671768022553364,0.02737300827962032,0.975624619134674,0.027615530133609907,51.97,1.02,50.34,0.01,50.77,0.01,1.0323798172427492,0.0409345982848848,1.023636005515068,0.04058445538798836
50000US0644,California,44,48.4,0.64,49.66,0.01,49.23,0.01,0.9746274667740636,0.026167793033213572,0.9831403615681495,0.026399814358253587,51.6,0.72,50.34,0.01,50.77,0.01,1.0250297973778306,0.029012726531209797,1.016348237147922,0.028763581276297794
50000US0645,California,45,49.48,0.67,49.66,0.01,49.23,0.01,0.9963753523962948,0.027384767663963836,1.0050782043469428,0.027627495840060263,50.52,0.64,50.34,0.01,50.77,0.01,1.00357568533969,0.02582581575307045,0.9950758321843608,0.02560373384034903
50000US0646,California,46,49.13,0.88,49.66,0.01,49.23,0.01,0.9893274265002014,0.03583944061014174,0.9979687182612229,0.036155991220967486,50.87,0.73,50.34,0.01,50.77,0.01,1.0105284068335318,0.029404263538895522,1.0019696671262555,0.029151850517273325
50000US0647,California,47,49.63,0.98,49.66,0.01,49.23,0.01,0.9993958920660493,0.039870881959908205,1.0081251269551088,0.040222680971820024,50.37,0.8,50.34,0.01,50.77,0.01,1.0005959475566149,0.03218140609613098,0.9921213314949773,0.031905505012273475
50000US0648,California,48,49.2,0.81,49.66,0.01,49.23,0.01,0.9907370116794202,0.03302083783180472,0.9993906154783669,0.033312774324135645,50.8,0.6,50.34,0.01,50.77,0.01,1.0091378625347636,0.024238832050078218,1.0005909001378765,0.024030172647906217
50000US0649,California,49,49.86,0.71,49.66,0.01,49.23,0.01,1.0040273862263391,0.028998803989513065,1.0127970749542963,0.029255657138443397,50.14,0.77,50.34,0.01,50.77,0.01,0.9960270162892332,0.03098769570684524,0.9875910971045893,0.030721920079851247
50000US0650,California,50,49.83,0.9,49.66,0.01,49.23,0.01,1.0034232782923882,0.036650594832237184,1.012187690432663,0.03697428049794504,50.17,0.69,50.34,0.01,50.77,0.01,0.9966229638458483,0.02780954538181073,0.988181997242466,0.02757068533090254
50000US0651,California,51,50.79,0.48,49.66,0.01,49.23,0.01,1.022754732178816,0.01974335751914296,1.0316879951249238,0.019919435311080314,49.21,0.81,50.34,0.01,50.77,0.01,0.9775526420341676,0.032569549414776085,0.9692731928304116,0.03229043780693367
50000US0652,California,52,50.73,0.69,49.66,0.01,49.23,0.01,1.0215465163109143,0.02820038234218957,1.0304692260816575,0.02845032383327761,49.27,0.82,50.34,0.01,50.77,0.01,0.9787445371473977,0.032967321339536414,0.970454993106165,0.03268483679811644
50000US0653,California,53,49.74,0.67,49.66,0.01,49.23,0.01,1.0016109544905358,0.027386876243225434,1.0103595368677636,0.027629641415009985,50.26,0.98,50.34,0.01,50.77,0.01,0.9984108065156931,0.03933190890470462,0.989954697656096,0.038995453432365275
50000US0801,Colorado,1,50.12,0.27,50.37,0.06,49.23,0.01,0.9950367282112369,0.01309123174568715,1.0180784074751168,0.011382522674601115,49.88,0.27,49.63,0.06,50.77,0.01,1.0050372758412252,0.013310607265956738,0.9824699625763246,0.011023230667000623
50000US0802,Colorado,2,51.01,0.51,50.37,0.06,49.23,0.01,1.0127059757792336,0.02266282185488638,1.0361568149502336,0.02114001989113023,48.99,0.36,49.63,0.06,50.77,0.01,0.9871045738464638,0.01689409176515132,0.9649399251526491,0.014561725963852785
50000US0803,Colorado,3,50.24,0.44,50.37,0.06,49.23,0.01,0.9974190986698432,0.019846966653269658,1.0205159455616495,0.018289871136768523,49.76,0.33,49.63,0.06,50.77,0.01,1.0026193834374368,0.015722656991401966,0.9801063620248177,0.013385900208908095
50000US0804,Colorado,4,50.5,0.39,50.37,0.06,49.23,0.01,1.002580901330157,0.01787395246438175,1.02579727808247,0.016260734889128242,49.5,0.33,49.63,0.06,50.77,0.01,0.9973806165625629,0.015709990198256828,0.974985227496553,0.013383882822763938
50000US0805,Colorado,5,51.12,0.21,50.37,0.06,49.23,0.01,1.0148898153662895,0.01075615538213936,1.0383912248628886,0.008953236698838189,48.88,0.18,49.63,0.06,50.77,0.01,0.9848881724763248,0.00963504492428404,0.962773291313768,0.007470070524715929
50000US0806,Colorado,6,49.51,0.51,50.37,0.06,49.23,0.01,0.9829263450466548,0.02259187564169372,1.0056875888685761,0.021127641574112618,50.49,0.44,49.63,0.06,50.77,0.01,1.0173282288938141,0.020191030668133145,0.9944849320464841,0.017724832254342116
50000US0807,Colorado,7,50.1,0.45,50.37,0.06,49.23,0.01,0.9946396664681358,0.020237407313206602,1.0176721511273614,0.018694972191698214,49.9,0.37,49.63,0.06,50.77,0.01,1.005440257908523,0.017341408197436976,0.9828638960015756,0.014962720255891467
50000US0901,Connecticut,1,47.89,0.57,48.8,0.05,49.23,0.01,0.9813524590163936,0.025371650526205287,0.9727808247003861,0.023551811178841597,52.11,0.32,51.2,0.05,50.77,0.01,1.0177734374999998,0.014487852561810073,1.0263935394918258,0.01301020083544616
50000US0902,Connecticut,2,50.07,0.47,48.8,0.05,49.23,0.01,1.0260245901639344,0.02136482691651576,1.0170627666057284,0.019507237354393858,49.93,0.34,51.2,0.05,50.77,0.01,0.9751953124999999,0.015185942827170206,0.9834547961394524,0.013781152709613406
50000US0903,Connecticut,3,48.62,0.53,48.8,0.05,49.23,0.01,0.9963114754098361,0.023762958297246943,0.9876091813934593,0.021932809835051505,51.38,0.48,51.2,0.05,50.77,0.01,1.003515625,0.0207100112056839,1.0120149694701595,0.019307471684433634
50000US0904,Connecticut,4,48.58,0.4,48.8,0.05,49.23,0.01,0.9954918032786886,0.018433404193895497,0.9867966686979485,0.0166511470078637,51.42,0.43,51.2,0.05,50.77,0.01,1.0042968749999999,0.01875841022339842,1.0128028363206618,0.017338114848862086
50000US0905,Connecticut,5,48.84,0.85,48.8,0.05,49.23,0.01,1.0008196721311478,0.036886964281027744,0.9920780012187692,0.03493482898612341,51.16,0.64,51.2,0.05,50.77,0.01,0.9992187499999999,0.026951624824166125,1.007681701792397,0.02560869971393465
50000US1198,District of Columbia,0,47.51,0.07,47.51,0.07,49.23,0.01,1.0,0.005893508899894879,0.9650619540930327,0.003235857112630472,52.49,0.07,52.49,0.07,50.77,0.01,1.0,0.005334358886804101,1.0338782745715973,0.0031648133095343845
50000US1000,Delaware,0,48.34,0.12,48.34,0.12,49.23,0.01,1.0,0.009929726064657909,0.9819215925248833,0.005273988270636884,51.66,0.12,51.66,0.12,50.77,0.01,1.0,0.009291571621856778,1.0175300374236753,0.005128040394898683
50000US1201,Florida,1,50.44,0.24,48.86,0.03,49.23,0.01,1.0323372902169463,0.011091699584974432,1.0245785090392037,0.010166394288677539,49.56,0.23,51.14,0.03,50.77,0.01,0.9691044192412984,0.01013192106890123,0.9761670277723065,0.009445013968071295
50000US1202,Florida,2,51.25,0.57,48.86,0.03,49.23,0.01,1.0489152681129759,0.02462004440416275,1.041031891123299,0.023579538608961045,48.75,0.52,51.14,0.03,50.77,0.01,0.9532655455612046,0.021454757729967897,0.9602127240496355,0.02086279880980425
50000US1203,Florida,3,49.67,0.44,48.86,0.03,49.23,0.01,1.0165779778960295,0.019259006005406868,1.0089376396506196,0.01828516737630183,50.33,0.41,51.14,0.03,50.77,0.01,0.984161126319906,0.017189088190958834,0.991333464644475,0.01654179046434332
50000US1204,Florida,4,49.04,0.5,48.86,0.03,49.23,0.01,1.0036839950880065,0.021699169860897594,0.9961405646963234,0.020717506670262436,50.96,0.51,51.14,0.03,50.77,0.01,0.9964802502933124,0.02111437596019147,1.0037423675398858,0.02048601315149546
50000US1205,Florida,5,48.35,0.67,48.86,0.03,49.23,0.01,0.9895620139173148,0.028640488096441392,0.982124720698761,0.027618170841240332,51.65,0.57,51.14,0.03,50.77,0.01,1.009972624168948,0.023476706503926296,1.0173330707110497,0.02285496762715973
50000US1206,Florida,6,48.57,0.18,48.86,0.03,49.23,0.01,0.9940646745804339,0.008588703206682936,0.9865935405240708,0.00771342446635425,51.43,0.49,51.14,0.03,50.77,0.01,1.0056707078607743,0.020342991796692283,1.0129998030332874,0.019701793083841637
50000US1207,Florida,7,48.88,0.74,48.86,0.03,49.23,0.01,1.0004093327875563,0.031519139184384426,0.9928905139142801,0.03046633906487922,51.12,0.48,51.14,0.03,50.77,0.01,0.9996089166992569,0.019944796363031113,1.0068938349418948,0.019305454298289476
50000US1208,Florida,8,48.57,0.37,48.86,0.03,49.23,0.01,0.9940646745804339,0.016366029102265253,0.9865935405240708,0.015432295392196252,51.43,0.27,51.14,0.03,50.77,0.01,1.0056707078607743,0.011739156219517103,1.0129998030332874,0.011035257392090794
50000US1209,Florida,9,48.62,0.67,48.86,0.03,49.23,0.01,0.9950880065493246,0.028647274008903875,0.9876091813934593,0.027620398938303498,51.38,0.58,51.14,0.03,50.77,0.01,1.0046929996089167,0.02386159561812193,1.0120149694701595,0.023246806089774925
50000US1210,Florida,10,48.86,0.72,48.86,0.03,49.23,0.01,1.0,0.030699970640456518,0.9924842575665245,0.02965366129161632,51.14,0.62,51.14,0.03,50.77,0.01,1.0,0.025420423296199396,1.007287768367146,0.024820677649316836
50000US1211,Florida,11,48.18,0.35,48.86,0.03,49.23,0.01,0.9860826852230864,0.015537561344962824,0.9786715417428398,0.014616564300735671,51.82,0.69,51.14,0.03,50.77,0.01,1.013296832225264,0.02817360785595924,1.0206815048256843,0.027583487973740464
50000US1212,Florida,12,48.39,0.46,48.86,0.03,49.23,0.01,0.9903806794924274,0.020045501637478376,0.9829372333942719,0.019087117274816136,51.61,0.26,51.14,0.03,50.77,0.01,1.009190457567462,0.011352202331611298,1.0165452038605476,0.010642720603502617
50000US1213,Florida,13,48.04,0.5,48.86,0.03,49.23,0.01,0.9832173557101924,0.02167403685177728,0.9758277473085517,0.02070925445891736,51.96,0.28,51.14,0.03,50.77,0.01,1.0160344153304655,0.012142398877803136,1.0234390388024424,0.011433303196688014
50000US1214,Florida,14,48.24,0.55,48.86,0.03,49.23,0.01,0.9873106835857552,0.023725728162965115,0.9798903107861061,0.022742186723776373,51.76,0.37,51.14,0.03,50.77,0.01,1.0121235823230348,0.015657561409715838,1.019499704549931,0.01497715232599967
50000US1215,Florida,15,49.57,0.7,48.86,0.03,49.23,0.01,1.0145313139582481,0.029899149193186425,1.0069063579118425,0.028847007632635323,50.43,0.61,51.14,0.03,50.77,0.01,0.9861165428236214,0.025013051090493028,0.9933031317707307,0.02442123519277366
50000US1216,Florida,16,48.25,0.56,48.86,0.03,49.23,0.01,0.9875153499795334,0.024135312434929074,0.9800934389599838,0.023148525610407828,51.75,0.38,51.14,0.03,50.77,0.01,1.0119280406726632,0.01604841542574085,1.0193027378373054,0.015371008174759023
50000US1217,Florida,17,49.48,0.7,48.86,0.03,49.23,0.01,1.0126893164142448,0.0298968872223656,1.0050782043469428,0.028846264933614266,50.52,0.42,51.14,0.03,50.77,0.01,0.9878764176769652,0.017584530593006447,0.9950758321843608,0.01693719814859818
