geoid,state,district,foreign_born,foreign_born_moe,state_foreign_born,state_foreign_born_moe,country_foreign_born,country_foreign_born_moe,ratio_state_foreign_born,ratio_state_foreign_born_moe,ratio_country_foreign_born,ratio_country_foreign_born_moe,europe,europe_moe,state_europe,state_europe_moe,country_europe,country_europe_moe,ratio_state_europe,ratio_state_europe_moe,ratio_country_europe,ratio_country_europe_moe,asia,asia_moe,state_asia,state_asia_moe,country_asia,country_asia_moe,ratio_state_asia,ratio_state_asia_moe,ratio_country_asia,ratio_country_asia_moe,africa,africa_moe,state_africa,state_africa_moe,country_africa,country_africa_moe,ratio_state_africa,ratio_state_africa_moe,ratio_country_africa,ratio_country_africa_moe,oceania,oceania_moe,state_oceania,state_oceania_moe,country_oceania,country_oceania_moe,ratio_state_oceania,ratio_state_oceania_moe,ratio_country_oceania,ratio_country_oceania_moe,latin_america,latin_america_moe,state_latin_america,state_latin_america_moe,country_latin_america,country_latin_america_moe,ratio_state_latin_america,ratio_state_latin_america_moe,ratio_country_latin_america,ratio_country_latin_america_moe,north_america,north_america_moe,state_north_america,state_north_america_moe,country_north_america,country_north_america_moe,ratio_state_north_america,ratio_state_north_america_moe,ratio_country_north_america,ratio_country_north_america_moe
50000US3605,New York,5,42.03,1.19,22.97,0.18,13.54,0.04,1.82977797126687,0.132298941315059,3.1041358936484493,0.1941177112311133,3.64,0.29,16.57,0.12,11.33,0.03,0.21967410983705493,0.03818678166676076,0.3212709620476611,0.05289324442228593,16.72,0.66,28.31,0.12,30.07,0.03,0.5906040268456376,0.05163444826991159,0.5560359161955437,0.045007100167661275,3.64,0.37,4.19,0.1,4.56,0.04,0.8687350835322195,0.21820233556174876,0.7982456140350879,0.17629857637552904,0.27,0.1,0.31,0.03,0.26,0.01,0.870967741935484,0.8214285714285713,1.0384615384615385,0.8503703703703704,75.96,0.56,50.62,0.23,53.45,0.09,1.500592651126037,0.03576274186224538,1.421141253507951,0.02574011836069265,0.43,0.08,0.21,0.02,0.09,0.0,2.0476190476190474,1.162471395881007,4.777777777777778,1.777777777777778
50000US0640,California,40,40.37,0.94,27.2,0.12,13.54,0.04,1.4841911764705882,0.08221505176355076,2.981536189069424,0.15646539027982329,0.46,0.1,6.45,0.06,11.33,0.03,0.07131782945736434,0.03233739353684833,0.04060017652250662,0.017867381278823383,4.36,0.28,37.87,0.1,30.07,0.03,0.11513071032479537,0.015395569248439593,0.14499501163950781,0.018912546283803216,0.71,0.15,1.69,0.04,4.56,0.04,0.42011834319526625,0.19751269924680329,0.15570175438596492,0.06852635629088111,0.01,0.01,0.08,0.01,0.26,0.01,0.125,0.28571428571428575,0.038461538461538464,0.08,94.38,0.26,53.23,0.1,53.45,0.09,1.773060304339658,0.016430868826534863,1.7657623947614591,0.01567520311566294,0.02,0.01,0.04,0.01,0.09,0.0,0.5,0.8,0.22222222222222224,0.22222222222222224
50000US3609,New York,9,40.11,1.01,22.97,0.18,13.54,0.04,1.7461906835002177,0.11531525042717955,2.962333825701625,0.16669175803196423,13.63,1.03,15.69,0.27,10.94,0.08,0.8687061822817082,0.16123967506314424,1.2458866544789764,0.20653223838793025,18.22,1.88,29.05,0.22,30.78,0.08,0.6271944922547331,0.13893965793375893,0.5919428200129954,0.12523511666642037,4.62,1.07,4.54,0.28,4.9,0.08,1.0176211453744493,0.5991662283521322,0.9428571428571428,0.4676465196887133,0.34,0.3,0.33,0.1,0.26,0.02,1.0303030303030303,2.68958543983822,1.3076923076923077,2.5238095238095233,63.27,1.85,50.42,0.44,52.78,0.16,1.2548591828639428,0.09529238356766222,1.1987495263357333,0.07737092413447694,0.18,0.2,0.24,0.06,0.09,0.01,0.75,2.1777777777777776,2.0,4.949999999999999
50000US0628,California,28,39.67,1.39,27.2,0.12,13.54,0.04,1.4584558823529412,0.11507685054423637,2.929837518463811,0.22263022964053894,10.92,0.98,6.31,0.11,10.94,0.08,1.7305863708399367,0.3710682343483067,0.9981718464351006,0.19376790232391802,57.07,2.51,38.87,0.21,30.78,0.08,1.468227424749164,0.14501723817486623,1.8541260558804418,0.17273216649320985,1.28,0.39,1.78,0.09,4.9,0.08,0.7191011235955056,0.5122298515963675,0.26122448979591834,0.16775816960789214,0.0,0.0,0.07,0.02,0.26,0.02,0.0,0.0,0.0,0.0,29.91,2.07,52.26,0.32,52.78,0.16,0.5723306544202067,0.08623154580591792,0.5666919287608942,0.08187535296299375,0.2,0.28,0.03,0.01,0.09,0.01,6.666666666666667,26.000000000000007,2.2222222222222223,6.800000000000001
50000US0646,California,46,39.59,1.2,27.2,0.12,13.54,0.04,1.4555147058823532,0.10108003832254521,2.923929098966027,0.19453008236513392,1.53,0.16,6.45,0.06,11.33,0.03,0.2372093023255814,0.05403027483899815,0.13503971756398941,0.028958930574598033,22.51,0.58,37.87,0.1,30.07,0.03,0.594401901241088,0.03377051221896751,0.748586631193881,0.04007038234734639,0.83,0.16,1.69,0.04,4.56,0.04,0.4911242603550296,0.21271676300578035,0.18201754385964913,0.0733743747595229,0.09,0.07,0.08,0.01,0.26,0.01,1.125,2.0634920634920637,0.34615384615384615,0.5659259259259259,74.95,0.54,53.23,0.1,53.45,0.09,1.4080405786210786,0.025579803141987736,1.402245088868101,0.024928117749119467,0.08,0.05,0.04,0.01,0.09,0.0,2.0,3.7333333333333334,0.888888888888889,1.1111111111111112
50000US0627,California,27,38.6,1.14,27.2,0.12,13.54,0.04,1.4191176470588236,0.09634703097594892,2.850812407680946,0.18523536791578027,3.27,0.26,6.45,0.06,11.33,0.03,0.5069767441860465,0.09006007370387198,0.2886142983230362,0.047424591798579094,72.26,0.66,37.87,0.1,30.07,0.03,1.9081066807499343,0.044933541097374304,2.4030595277685403,0.048692551680815384,0.84,0.17,1.69,0.04,4.56,0.04,0.4970414201183432,0.2248379751269925,0.1842105263157895,0.07779915352058485,0.01,0.01,0.08,0.01,0.26,0.01,0.125,0.28571428571428575,0.038461538461538464,0.08,23.25,0.75,53.23,0.1,53.45,0.09,0.4367837685515687,0.02982082201707342,0.43498596819457436,0.02952856780425626,0.04,0.03,0.04,0.01,0.09,0.0,1.0,2.1333333333333333,0.4444444444444445,0.6666666666666666
50000US3613,New York,13,38.36,1.66,22.97,0.18,13.54,0.04,1.6700043535045712,0.17072017301362713,2.8330871491875924,0.2619407625593193,6.31,0.54,16.57,0.12,11.33,0.03,0.3808086904043452,0.07069737625682707,0.556928508384819,0.09827215505421914,10.29,0.56,28.31,0.12,30.07,0.03,0.36347580360296716,0.04264414991134103,0.34220152976388424,0.037929272597776606,6.44,0.47,4.19,0.1,4.56,0.04,1.5369928400954653,0.2978781609588455,1.4122807017543861,0.23093497499038093,0.94,0.21,0.31,0.03,0.26,0.01,3.032258064516129,1.960084033613445,3.615384615384615,1.8962962962962961,76.67,0.84,50.62,0.23,53.45,0.09,1.514618727775583,0.046953253316364414,1.434424695977549,0.036261963340332076,0.13,0.05,0.21,0.02,0.09,0.0,0.6190476190476191,0.5995423340961099,1.4444444444444446,1.1111111111111112
50000US3409,New Jersey,9,38.35,1.21,22.54,0.25,13.54,0.04,1.7014196983141083,0.1451247674408762,2.8323485967503697,0.19546609938362514,15.6,1.27,15.11,0.46,10.94,0.08,1.0324288550628722,0.2311761701530685,1.4259597806215722,0.2530440217518458,31.57,1.77,33.19,0.28,30.78,0.08,0.9511901175052727,0.12271637062882658,1.025666016894087,0.12034215676133256,2.23,0.58,4.9,0.29,4.9,0.08,0.4551020408163265,0.291625393402129,0.4551020408163265,0.25166225066240056,0.35,0.32,0.26,0.1,0.26,0.02,1.346153846153846,4.104166666666666,1.346153846153846,2.6845238095238093,50.57,1.99,46.66,0.73,52.78,0.16,1.0837976853836264,0.11923931510959619,0.958128078817734,0.08121713486449451,0.0,0.0,0.09,0.04,0.09,0.01,0.0,0.0,0.0,0.0
50000US3615,New York,15,38.21,1.25,22.97,0.18,13.54,0.04,1.6634740966478017,0.13491689072070376,2.822008862629247,0.2013134784268805,1.05,0.18,16.57,0.12,11.33,0.03,0.06336753168376584,0.022645014305200682,0.09267431597528686,0.032265050479870376,3.87,0.31,28.31,0.12,30.07,0.03,0.136700812433769,0.023059693549761638,0.12869970069837047,0.020875377680257993,12.95,0.79,4.19,0.1,4.56,0.04,3.0906921241050114,0.5249143684351508,2.8399122807017543,0.39634474797999236,1.51,0.25,0.31,0.03,0.26,0.01,4.870967741935484,2.579831932773109,5.8076923076923075,2.3733333333333335,82.06,0.81,50.62,0.23,53.45,0.09,1.6210983800869223,0.046735560952983646,1.535266604303087,0.03547901525516659,0.07,0.05,0.21,0.02,0.09,0.0,0.33333333333333337,0.5446224256292908,0.7777777777777779,1.1111111111111112
50000US0614,California,14,37.66,1.06,27.2,0.12,13.54,0.04,1.3845588235294117,0.09015962680934535,2.781388478581979,0.17300823651339114,8.54,1.05,6.31,0.11,10.94,0.08,1.3534072900158478,0.38010752688172045,0.7806215722120657,0.20338376900529093,60.06,1.28,38.87,0.21,30.78,0.08,1.5451505016722409,0.08255870537097158,1.9512670565302144,0.09331455918395781,1.24,0.46,1.78,0.09,4.9,0.08,0.6966292134831461,0.5888048602980731,0.2530612244897959,0.19607058941158825,0.03,0.06,0.07,0.02,0.26,0.02,0.4285714285714285,2.1333333333333333,0.11538461538461538,0.48214285714285704,27.83,1.55,52.26,0.32,52.78,0.16,0.532529659395331,0.06584286254746056,0.5272830617658203,0.06193180406754087,0.07,0.1,0.03,0.01,0.09,0.01,2.3333333333333335,9.250000000000002,0.7777777777777779,2.425
50000US0632,California,32,36.58,1.15,27.2,0.12,13.54,0.04,1.3448529411764705,0.09642704983444747,2.7016248153618907,0.18583101510936562,1.44,0.19,6.45,0.06,11.33,0.03,0.22325581395348837,0.0630737832009981,0.12709620476610767,0.034212576343013834,37.61,0.6,37.87,0.1,30.07,0.03,0.9931344071824664,0.03693257549244771,1.2507482540738277,0.042402599413406704,0.9,0.18,1.69,0.04,4.56,0.04,0.5325443786982249,0.23836048344718863,0.1973684210526316,0.08241631396691035,0.03,0.03,0.08,0.01,0.26,0.01,0.375,0.8571428571428571,0.11538461538461538,0.23999999999999996,59.85,1.25,53.23,0.1,53.45,0.09,1.124365959045651,0.051190734711715646,1.119738072965388,0.05054369527974152,0.03,0.02,0.04,0.01,0.09,0.0,0.75,1.4666666666666668,0.3333333333333333,0.4444444444444445
50000US1223,Florida,23,35.77,1.31,20.55,0.17,13.54,0.04,1.7406326034063262,0.15630340139663007,2.641802067946825,0.20911143838978896,11.53,0.6,9.71,0.14,11.33,0.03,1.1874356333676621,0.15785794227943709,1.0176522506619594,0.11130344010968467,10.62,0.61,10.64,0.09,30.07,0.03,0.9981203007518795,0.13155656064628118,0.353175922846691,0.041276747282692844,1.9,0.33,1.7,0.07,4.56,0.04,1.1176470588235294,0.48109250979168844,0.4166666666666667,0.15205848403232014,0.04,0.04,0.08,0.02,0.26,0.01,0.5,1.3333333333333333,0.15384615384615385,0.32,75.75,1.02,77.76,0.16,53.45,0.09,0.9741512345679012,0.030243548762674908,1.4172123479887744,0.042939284000136656,0.15,0.05,0.15,0.02,0.09,0.0,1.0,0.9502262443438914,1.6666666666666667,1.1111111111111112
50000US3607,New York,7,35.68,1.02,22.97,0.18,13.54,0.04,1.5533304309969527,0.11316319442140989,2.635155096011817,0.16623574974090438,10.32,0.95,15.69,0.27,10.94,0.08,0.6577437858508605,0.1437762694674429,0.943327239488117,0.18748099053119557,37.8,2.29,29.05,0.22,30.78,0.08,1.3012048192771084,0.17737781922254098,1.2280701754385963,0.15518269963542403,2.08,0.56,4.54,0.28,4.9,0.08,0.4581497797356828,0.30436561276371926,0.42448979591836733,0.24249695878951488,0.06,0.07,0.33,0.1,0.26,0.02,0.1818181818181818,0.5884732052578361,0.23076923076923075,0.5773809523809523,49.42,2.35,50.42,0.44,52.78,0.16,0.9801666005553352,0.11033261121987135,0.9363395225464191,0.09472668800131874,0.04,0.05,0.24,0.06,0.09,0.01,0.16666666666666669,0.5333333333333333,0.4444444444444445,1.2249999999999999
50000US1220,Florida,20,35.05,1.48,20.55,0.17,13.54,0.04,1.7055961070559609,0.1722698269557936,2.588626292466765,0.23390825287732506,3.52,0.29,9.71,0.14,11.33,0.03,0.36251287332646753,0.07020034053116495,0.3106796116504854,0.052837155677427396,5.64,0.45,10.64,0.09,30.07,0.03,0.5300751879699247,0.09356059769526022,0.1875623545061523,0.03030444457224255,1.14,0.22,1.7,0.07,4.56,0.04,0.6705882352941176,0.3145818169214239,0.25,0.10088495575221239,0.04,0.03,0.08,0.02,0.26,0.01,0.5,1.0666666666666667,0.15384615384615385,0.2429629629629629,89.67,0.6,77.76,0.16,53.45,0.09,1.1531635802469136,0.020177713330087426,1.6776426566884939,0.02810065363283991,0.15,0.08,0.15,0.02,0.09,0.0,1.0,1.3574660633484164,1.6666666666666667,1.777777777777778
50000US0615,California,15,34.84,1.31,27.2,0.12,13.54,0.04,1.2808823529411766,0.10762752735239224,2.573116691285082,0.20870561282932418,5.87,0.44,6.45,0.06,11.33,0.03,0.9100775193798449,0.15337905569618426,0.5180935569285083,0.08041412189953882,64.31,0.51,37.87,0.1,30.07,0.03,1.6981779772907317,0.035902959494030835,2.1386764216827405,0.03818828494454791,1.68,0.24,1.69,0.04,4.56,0.04,0.9940828402366864,0.3312664214398318,0.368421052631579,0.11173528280107732,0.21,0.07,0.08,0.01,0.26,0.01,2.625,2.4444444444444446,0.8076923076923076,0.6014814814814815,26.22,0.83,53.23,0.1,53.45,0.09,0.4925793725342852,0.0330362968408281,0.4905519176800748,0.032709154388065584,0.07,0.05,0.04,0.01,0.09,0.0,1.7500000000000002,3.6,0.7777777777777779,1.1111111111111112
50000US4809,Texas,9,34.84,1.37,16.98,0.15,13.54,0.04,2.0518256772673737,0.19763307328981583,2.573116691285082,0.21756831942398955,2.11,0.35,4.23,0.08,11.33,0.03,0.49881796690307323,0.1844184161238923,0.18623124448367165,0.06276953757945905,28.91,0.76,20.39,0.11,30.07,0.03,1.4178518881804807,0.08984701977197286,0.9614233455271034,0.052467142370527006,11.01,0.89,4.29,0.11,4.56,0.04,2.5664335664335662,0.5468899521531101,2.4144736842105265,0.43274336283185844,0.86,0.27,0.31,0.04,0.26,0.01,2.7741935483870965,2.4994708994708996,3.3076923076923075,2.334814814814815,57.91,0.83,70.81,0.21,53.45,0.09,0.8178223414771925,0.02829406870186988,1.0834424695977547,0.034705798016195485,0.04,0.04,0.04,0.01,0.09,0.0,1.0,2.6666666666666665,0.4444444444444445,0.888888888888889
50000US0619,California,19,34.72,1.14,27.2,0.12,13.54,0.04,1.276470588235294,0.09508835595848535,2.5642540620384047,0.18354224622265858,4.7,0.3,6.45,0.06,11.33,0.03,0.7286821705426356,0.10658935693011114,0.4148278905560459,0.05515393244422286,52.79,0.52,37.87,0.1,30.07,0.03,1.3939794032215476,0.03482453331012758,1.7555703358829398,0.03808897107289947,1.31,0.18,1.69,0.04,4.56,0.04,0.7751479289940829,0.24985111227885795,0.287280701754386,0.08399384378607157,0.05,0.04,0.08,0.01,0.26,0.01,0.625,1.1746031746031746,0.19230769230769232,0.322962962962963,40.77,0.8,53.23,0.1,53.45,0.09,0.7659214728536541,0.032936135301228776,0.7627689429373247,0.032503336490141185,0.01,0.01,0.04,0.01,0.09,0.0,0.25,0.6666666666666666,0.11111111111111112,0.22222222222222224
50000US0651,California,51,34.39,1.15,27.2,0.12,13.54,0.04,1.2643382352941177,0.09571661213129148,2.5398818316100447,0.18487536137020671,0.84,0.11,6.45,0.06,11.33,0.03,0.13023255813953488,0.036534619905814816,0.07413945278022947,0.0198102330798953,17.3,0.56,37.87,0.1,30.07,0.03,0.4568259836282018,0.03198768532965947,0.5753242434319921,0.038394433114651114,1.5,0.29,1.69,0.04,4.56,0.04,0.8875739644970414,0.3854265195305657,0.32894736842105265,0.13297422085417468,0.04,0.04,0.08,0.01,0.26,0.01,0.5,1.142857142857143,0.15384615384615385,0.32,80.2,0.58,53.23,0.1,53.45,0.09,1.5066691715198197,0.02745329685872166,1.500467726847521,0.026755626669295162,0.0,0.01,0.04,0.01,0.09,0.0,0.0,0.5333333333333333,0.0,0.22222222222222224
50000US4829,Texas,29,34.27,1.18,16.98,0.15,13.54,0.04,2.018256772673734,0.17465892051242826,2.531019202363368,0.18925435007909236,0.51,0.13,4.23,0.08,11.33,0.03,0.12056737588652482,0.06604981410561035,0.04501323918799647,0.02318646391624081,3.68,0.46,20.39,0.11,30.07,0.03,0.18048062775870524,0.047068841102612204,0.12238111074160293,0.030839500820611276,0.46,0.13,4.29,0.11,4.56,0.04,0.10722610722610723,0.06614832535885166,0.10087719298245615,0.058791843016544824,0.04,0.04,0.31,0.04,0.26,0.01,0.12903225806451613,0.2962962962962963,0.15384615384615385,0.32,95.34,0.21,70.81,0.21,53.45,0.09,1.3464199971755402,0.013917597325255701,1.7837231057062675,0.013864775680893213,0.01,0.01,0.04,0.01,0.09,0.0,0.25,0.6666666666666666,0.11111111111111112,0.22222222222222224
50000US0644,California,44,34.13,1.19,27.2,0.12,13.54,0.04,1.254779411764706,0.0985735016468746,2.5206794682422458,0.190670375825015,1.44,0.16,6.45,0.06,11.33,0.03,0.22325581395348837,0.05377065258937136,0.12709620476610767,0.02891686401595413,11.24,0.47,37.87,0.1,30.07,0.03,0.29680485872722473,0.026389435969717878,0.373794479547722,0.03200627292071258,0.83,0.18,1.69,0.04,4.56,0.04,0.4911242603550296,0.23639866876861096,0.18201754385964913,0.08214697960754136,0.01,0.01,0.08,0.01,0.26,0.01,0.125,0.28571428571428575,0.038461538461538464,0.08,86.09,0.41,53.23,0.1,53.45,0.09,1.617321059552884,0.0214816503388887,1.6106641721234798,0.020765625778817725,0.0,0.01,0.04,0.01,0.09,0.0,0.0,0.5333333333333333,0.0,0.22222222222222224
